epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.6065545678138733,1.5878349542617798,0.001,0.13363486528396606,5.097085952758789
1,0.9132463932037354,0.3000890016555786,0.001,0.0820997804403305,6.782236099243164
2,0.9438572525978088,0.18544329702854156,0.001,0.05701754242181778,12.554093360900879
3,0.9578929543495178,0.13128885626792908,0.001,0.0338541679084301,103.83140563964844
4,0.9688057899475098,0.09999919682741165,0.001,0.03399122878909111,216.60101318359375
5,0.9680851101875305,0.09649524092674255,0.001,0.366913378238678,4.020160675048828
6,0.9716883897781372,0.08721506595611572,0.001,0.1392543911933899,7.806760787963867
7,0.9775909185409546,0.06495504826307297,0.001,0.2435581088066101,7.012166976928711
8,0.9788263440132141,0.06428848952054977,0.001,0.624451756477356,2.744971752166748
9,0.9796842932701111,0.05907146632671356,0.001,0.5840186476707458,2.2854256629943848
10,0.9803706407546997,0.056664951145648956,0.001,0.5674341917037964,3.7576839923858643
11,0.9774536490440369,0.06536629796028137,0.001,0.28700658679008484,6.165462493896484
12,0.977213442325592,0.06870555877685547,0.001,0.4936951696872711,4.843814373016357
13,0.9816060662269592,0.0537472702562809,0.001,0.8541666865348816,0.5719756484031677
14,0.9841797947883606,0.04354260489344597,0.001,0.13075657188892365,8.807798385620117
15,0.983047366142273,0.04684926196932793,0.001,0.5100054740905762,3.5510313510894775
16,0.983699381351471,0.04687994346022606,0.001,0.586211621761322,2.684532403945923
17,0.9832875728607178,0.04814664274454117,0.001,0.5759320259094238,3.097989559173584
18,0.9834248423576355,0.04923737049102783,0.001,0.05893640220165253,10.114431381225586
19,0.9838709831237793,0.04666025564074516,0.001,0.40049341320991516,3.609409809112549
20,0.9827728271484375,0.053115058690309525,0.001,0.5375548005104065,3.815859079360962
21,0.986822247505188,0.036510199308395386,0.001,0.5598958134651184,3.099583148956299
22,0.9858270287513733,0.039870958775281906,0.001,0.39528509974479675,5.511976718902588
23,0.985312283039093,0.042278897017240524,0.001,0.042900219559669495,12.427584648132324
24,0.9885037541389465,0.03270575776696205,0.001,0.027686404064297676,16.700265884399414
25,0.9871997237205505,0.03912852704524994,0.001,0.18928179144859314,8.341729164123535
26,0.985518217086792,0.042328014969825745,0.001,0.5123355388641357,4.59787130355835
27,0.9845573306083679,0.04792216792702675,0.001,0.5211074352264404,5.674551010131836
28,0.9863075017929077,0.042069680988788605,0.001,0.0416666679084301,13.561067581176758
29,0.9885037541389465,0.03484239801764488,0.001,0.640076756477356,2.86051344871521
30,0.9891901016235352,0.03057681955397129,0.001,0.0546875,17.2379093170166
31,0.9869938492774963,0.03530072420835495,0.001,0.5962170958518982,2.481565237045288
32,0.987474262714386,0.036241237074136734,0.001,0.045230261981487274,11.634191513061523
33,0.9831503033638,0.053385257720947266,0.001,0.9347587823867798,0.25596365332603455
34,0.9898764491081238,0.026760773733258247,0.001,0.13637609779834747,6.544437885284424
35,0.9914893507957458,0.02201634831726551,0.001,0.7676809430122375,1.5519790649414062
36,0.9906657338142395,0.024815760552883148,0.001,0.7134045958518982,1.524056315422058
37,0.9865477085113525,0.04411068931221962,0.001,0.0885416641831398,9.009173393249512
38,0.9890528321266174,0.03157027065753937,0.001,0.03686951845884323,91.3122787475586
39,0.9884694814682007,0.034467313438653946,0.001,0.18722587823867798,5.914114475250244
40,0.989636242389679,0.03034621849656105,0.001,0.5370065569877625,4.0575270652771
41,0.9886067509651184,0.032573021948337555,0.001,0.3918585479259491,2.9194533824920654
42,0.9898421168327332,0.026753133162856102,0.001,0.4307839870452881,3.3012499809265137
43,0.9908373355865479,0.025427646934986115,0.001,0.7890625,1.2416542768478394
44,0.9921413660049438,0.02068181149661541,0.001,0.7055920958518982,2.228344678878784
45,0.9913177490234375,0.023308686912059784,0.001,0.5670230388641357,2.64804744720459
46,0.9918325543403625,0.022965282201766968,0.001,0.037691887468099594,16.950050354003906
47,0.9869595170021057,0.04213884100317955,0.001,0.4728618562221527,2.6498708724975586
48,0.9874399304389954,0.03741377592086792,0.001,0.8536184430122375,0.6018654704093933
49,0.9912834763526917,0.024515250697731972,0.001,0.7358826994895935,1.8686341047286987
50,0.9920040965080261,0.02052759751677513,0.001,0.125,9.224687576293945
51,0.9923473000526428,0.01852162927389145,0.001,0.547149121761322,4.247786045074463
52,0.9922443628311157,0.020548511296510696,0.001,0.06620065867900848,11.144061088562012
53,0.9883664846420288,0.03317959979176521,0.001,0.10430372506380081,7.7660017013549805
54,0.9906657338142395,0.026600796729326248,0.001,0.13514254987239838,7.591009616851807
55,0.9918325543403625,0.023957932367920876,0.001,0.04152960702776909,15.312986373901367
56,0.9917295575141907,0.02322586625814438,0.001,0.6202028393745422,3.4407455921173096
57,0.9920040965080261,0.020003773272037506,0.001,0.8255208134651184,1.2074081897735596
58,0.9928277134895325,0.019953975453972816,0.001,0.27658990025520325,8.511856079101562
59,0.9936513304710388,0.017079465091228485,0.001,0.19599780440330505,5.591461181640625
60,0.9913864135742188,0.024705935269594193,0.001,0.6037554740905762,2.2672533988952637
61,0.989636242389679,0.027993954718112946,0.001,0.06332236528396606,20.968963623046875
62,0.9918668270111084,0.02172471024096012,0.001,0.38061952590942383,6.6711931228637695
63,0.9900137186050415,0.03217284381389618,0.001,0.15131579339504242,9.409102439880371
64,0.9931365847587585,0.018247734755277634,0.001,0.5194627046585083,2.422882318496704
65,0.9942347407341003,0.015148607082664967,0.001,0.04385964944958687,24.614694595336914
66,0.994269073009491,0.014923364855349064,0.001,0.952850878238678,0.19926968216896057
67,0.9941660761833191,0.01360335387289524,0.001,0.18845942616462708,5.5882697105407715
68,0.9935140609741211,0.017652584239840508,0.001,0.5297423005104065,2.8826987743377686
69,0.9935483932495117,0.017091693356633186,0.001,0.4660087823867798,3.9852099418640137
70,0.9908716678619385,0.02679429203271866,0.001,0.26507675647735596,5.6319074630737305
71,0.9914893507957458,0.02320200391113758,0.001,0.9643640518188477,0.17545561492443085
72,0.992553174495697,0.022240057587623596,0.001,0.7597313523292542,1.171765923500061
73,0.993411123752594,0.01774369552731514,0.001,0.5335800647735596,2.885435104370117
74,0.9934797286987305,0.017975084483623505,0.001,0.6143091917037964,2.847954750061035
75,0.9946122169494629,0.013828341849148273,0.001,0.06880482286214828,11.421039581298828
76,0.9943720102310181,0.012673642486333847,0.001,0.5037006735801697,3.3889482021331787
77,0.9945436120033264,0.01422630250453949,0.001,0.4209155738353729,3.879765033721924
78,0.9916952848434448,0.024306729435920715,0.001,0.029879385605454445,130.99722290039062
79,0.9928963780403137,0.019742680713534355,0.001,0.037828948348760605,15.284479141235352
80,0.9947494864463806,0.013877546414732933,0.001,0.5736019611358643,3.1271913051605225
81,0.9951956272125244,0.010885167866945267,0.001,0.5875822305679321,3.669854164123535
82,0.9957789778709412,0.010198566131293774,0.001,0.047834429889917374,44.827919006347656
83,0.9944063425064087,0.015375708229839802,0.001,0.14501096308231354,7.613145351409912
84,0.9909060001373291,0.027613552287220955,0.001,0.5163103342056274,4.347599506378174
85,0.9951269626617432,0.01288779079914093,0.001,0.4676535129547119,3.186434507369995
86,0.9959849119186401,0.010600557550787926,0.001,0.03961074724793434,28.18890953063965
87,0.9960535168647766,0.008612556383013725,0.001,0.11472039669752121,12.844229698181152
88,0.9943720102310181,0.013109240680932999,0.001,0.02823464944958687,81.65045166015625
89,0.9928963780403137,0.020679714158177376,0.001,0.4853344261646271,6.03204870223999
90,0.9940288066864014,0.016135351732373238,0.001,0.47711074352264404,5.045550346374512
91,0.9950240254402161,0.011573771014809608,0.001,0.07908442616462708,20.26023292541504
92,0.9960878491401672,0.009781893342733383,0.001,0.476836621761322,2.904426097869873
93,0.9961221814155579,0.011687236838042736,0.001,0.12212171405553818,10.956086158752441
94,0.9959162473678589,0.010335744358599186,0.001,0.7327302694320679,1.139601707458496
95,0.9957103729248047,0.011517809703946114,0.001,0.4163925349712372,4.278078079223633
96,0.9956760406494141,0.01037520170211792,0.001,0.05674342066049576,60.65263366699219
97,0.9962594509124756,0.009220865555107594,0.001,0.6212993264198303,2.8898236751556396
98,0.9939258694648743,0.01566476747393608,0.001,0.8887061476707458,0.6210398077964783
99,0.9933424592018127,0.020963454619050026,0.001,0.45490679144859314,5.318844318389893
